dataset,template,concept_type,concept_primary,concept_tags,concept_confidence_mean,concept_source_mode,bucket_size,label_coverage,one_shot_status,global_one_shot_acc,global_one_shot_macro_f1,global_one_shot_status,global_label_coverage,zero_shot_acc,zero_shot_macro_f1,one_shot_acc,one_shot_macro_f1
synth_mismatch_neutral,high_specificity,object_or_attribute,object_or_attribute,object_or_attribute,0.9999999989999998,rule,140,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.30000001192092896,0.15384615372612,,
synth_mismatch_neutral,concept_framing,negation,negation,negation|action|count,0.6354166662625867,rule,4,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.75,0.28571428546938776,,
synth_mismatch_neutral,concept_framing,count,count,count|action|spatial,0.8480504652883407,rule,71,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.6478873491287231,0.2621082619447244,,
synth_mismatch_neutral,concept_framing,spatial,spatial,spatial|action|count,0.747690604850101,rule,116,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.6637930870056152,0.26597582021734806,,
synth_mismatch_neutral,concept_framing,action,action,action|count|spatial,0.8600838740871796,rule,1169,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.6792129874229431,0.2696552893619801,,
synth_mismatch_neutral,concept_framing,object_or_attribute,object_or_attribute,object_or_attribute,0.9999999989999998,rule,140,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.6785714030265808,0.2695035459364418,,
synth_mismatch_neutral,negation_explicit,negation,negation,negation|action|count,0.6354166662625867,rule,4,1,insufficient_class_coverage,,,insufficient_class_coverage,1,1.0,0.3333333330833333,,
synth_mismatch_neutral,negation_explicit,count,count,count|action|spatial,0.8480504652883407,rule,71,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3380281627178192,0.16842105250216066,,
synth_mismatch_neutral,negation_explicit,spatial,spatial,spatial|action|count,0.747690604850101,rule,116,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.2844827473163605,0.1476510065944777,,
synth_mismatch_neutral,negation_explicit,action,action,action|count|spatial,0.8600838740871796,rule,1169,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.28143712878227234,0.1464174453684102,,
